Mode	Cell	Chr	Gene	SNP	SNP_TSS	maf	pq_val	slope	slope_se
cis-independent	NK	7	ENSG00000128604	rs3807306	3168	0.493421	1.73101e-06	0.674689	0.127013
cis-independent	NK	7	ENSG00000186088	rs6973950	-14972	0.381579	1.90191e-06	0.767979	0.14527
cis-independent	NK	7	ENSG00000158528	rs4727302	-12852	0.631579	1.94686e-06	-0.869282	0.164628
cis-independent	NK	7	ENSG00000130429	rs199873663	947644	0.171053	3.59012e-06	-0.862104	0.168571
cis-independent	NK	7	ENSG00000213462	rs35519391	-5570	0.388158	6.56438e-06	0.648218	0.130987
cis-independent	NK	8	ENSG00000036448	rs62480001	88981	0.309211	1.73897e-15	1.05926	0.0987497
cis-independent	NK	8	ENSG00000177570	rs2514596	-5068	0.875	6.16112e-13	-1.4335	0.156476
cis-independent	NK	8	ENSG00000147813	rs9657360	19368	0.769737	4.71564e-12	1.15701	0.134041
cis-independent	NK	8	ENSG00000161016	rs2955194	-27351	0.440789	1.07825e-09	0.983113	0.135867
cis-independent	NK	8	ENSG00000008513	rs34005317	-72514	0.269737	6.21093e-08	0.703719	0.113662
cis-independent	NK	8	ENSG00000071894	rs1971250	7983	0.664474	1.8257e-07	0.707555	0.119729
cis-independent	NK	8	ENSG00000120875	rs653125	57924	0.684211	5.09629e-07	0.730934	0.129625
cis-independent	NK	8	ENSG00000077782	rs7815496	-3619	0.355263	1.56438e-06	0.820473	0.153669
cis-independent	NK	9	ENSG00000172785	rs3008143	14680	0.539474	8.1092e-19	-1.25943	0.097648
cis-independent	NK	9	ENSG00000137106	rs10973326	-3167	0.355263	1.13987e-11	1.21934	0.145096
cis-independent	NK	9	ENSG00000164978	rs79645455	-59329	0.171053	2.2044e-11	1.23571	0.150079
cis-independent	NK	9	ENSG00000106733	rs3752955	-18417	0.513158	2.88209e-10	-0.878611	0.116005
cis-independent	NK	9	ENSG00000107317	rs66923109	-13677	0.486842	3.83073e-08	-0.766618	0.12136
cis-independent	NK	9	ENSG00000131669	rs7032525	-13633	0.177632	1.6572e-07	-0.759914	0.128038
cis-independent	NK	9	ENSG00000197958	rs7033779	-22875	0.513158	2.1101e-07	0.671086	0.114293
cis-independent	NK	9	ENSG00000148019	rs55656212	-358	0.0592105	4.15358e-07	-1.52828	0.268448
cis-independent	NK	10	ENSG00000170430	rs7911018	83060	0.618421	9.44711e-11	1.15223	0.146597
cis-independent	NK	10	ENSG00000107796	rs7069061	42378	0.506579	1.81779e-09	-0.862575	0.121455
cis-independent	NK	10	ENSG00000079332	rs15801	-19608	0.368421	2.86357e-09	0.831048	0.118969
cis-independent	NK	10	ENSG00000148834	rs17883150	17935	0.328947	5.80883e-09	0.808456	0.118825
cis-independent	NK	10	ENSG00000122359	rs12773794	-7884	0.171053	7.32765e-09	0.96522	0.143123
cis-independent	NK	10	ENSG00000204161	rs10857439	31352	0.401316	8.44918e-08	-0.924952	0.151354
cis-independent	NK	10	ENSG00000065154	rs2807067	-23194	0.769737	1.61441e-07	0.909699	0.153099
cis-independent	NK	10	ENSG00000107738	rs748113	-24487	0.440789	5.9837e-07	0.725832	0.1297
cis-independent	NK	11	ENSG00000142089	rs6421984	-14876	0.546053	2.26843e-17	1.11713	0.0936071
cis-independent	NK	11	ENSG00000149403	rs949055	397062	0.677632	9.05641e-16	-1.24583	0.114242
cis-independent	NK	11	ENSG00000134809	rs2848626	-14240	0.763158	1.35596e-13	-1.31435	0.137502
cis-independent	NK	11	ENSG00000185201	rs6421984	1963	0.546053	1.25775e-12	-1.04765	0.116731
cis-independent	NK	11	ENSG00000166435	rs2076980	-209791	0.25	2.75122e-12	1.17737	0.134228
cis-independent	NK	11	ENSG00000198851	rs17540708	-25319	0.302632	5.42212e-11	1.07341	0.134137
cis-independent	NK	11	ENSG00000126432	rs11231746	-14654	0.315789	1.60273e-10	-0.96119	0.124438
cis-independent	NK	11	ENSG00000149084	rs34389751	104415	0.625	4.17679e-09	0.85718	0.124436
cis-independent	NK	11	ENSG00000110717	rs4147778	6520	0.657895	7.98627e-09	0.805332	0.119808
cis-independent	NK	11	ENSG00000134824	rs61896141	-4414	0.210526	1.21135e-08	0.969736	0.146607
cis-independent	NK	11	ENSG00000171067	rs2458268	-16242	0.467105	2.10379e-08	-0.767705	0.118619
cis-independent	NK	11	ENSG00000196655	rs58709307	-11911	0.263158	2.77123e-08	0.913972	0.142791
cis-independent	NK	11	ENSG00000175582	rs1792183	68764	0.440789	6.20035e-08	-0.75565	0.122041
cis-independent	NK	11	ENSG00000149485	rs4246215	-20177	0.368421	1.1122e-07	0.819585	0.135706
cis-independent	NK	11	ENSG00000173113	rs35989122	-73346	0.401316	1.79815e-07	-0.701391	0.118606
cis-independent	NK	11	ENSG00000142102	rs3932433	426	0.434211	2.05126e-07	0.620462	0.105538
cis-independent	NK	11	ENSG00000166387	rs7126061	13893	0.644737	2.21262e-07	0.804441	0.137296
cis-independent	NK	11	ENSG00000064201	rs2651823	-1578	0.592105	4.12459e-07	0.779851	0.136939
cis-independent	NK	11	ENSG00000175567	rs2200614	-3226	0.197368	4.23457e-07	0.910961	0.160157
cis-independent	NK	11	ENSG00000132740	rs71465408	-54310	0.302632	4.82804e-07	0.880986	0.155839
cis-independent	NK	11	ENSG00000172543	rs583887	-3254	0.809211	9.25891e-07	1.00306	0.183044
cis-independent	NK	12	ENSG00000197728	rs10876864	-34051	0.605263	4.71256e-22	-1.30603	0.0859791
cis-independent	NK	12	ENSG00000184752	rs835044	67	0.611842	4.32003e-16	-1.09589	0.0986494
cis-independent	NK	12	ENSG00000139182	rs2167285	2006	0.578947	1.31427e-12	-0.886942	0.0989506
cis-independent	NK	12	ENSG00000205810	rs62687360	-2940	0.657895	3.35589e-10	-1.20124	0.159423
cis-independent	NK	12	ENSG00000076067	rs3782235	-58	0.460526	2.04197e-09	-0.87948	0.124358
cis-independent	NK	12	ENSG00000231887	rs7963680	265606	0.578947	3.57379e-09	-0.850215	0.122712
cis-independent	NK	12	ENSG00000139192	rs151118790	746	0.230263	3.64168e-09	0.974383	0.140731
cis-independent	NK	12	ENSG00000165714	rs146170099	107771	0.0921053	3.0906e-07	-1.32774	0.230066
cis-independent	NK	12	ENSG00000111671	rs741090	72931	0.25	3.60013e-07	0.844948	0.147438
cis-independent	NK	12	ENSG00000013573	rs2536767	12151	0.315789	4.88566e-07	-0.864316	0.152975
cis-independent	NK	12	ENSG00000139187	rs12828013	55676	0.309211	5.96946e-07	-0.817242	0.146018
cis-independent	NK	13	ENSG00000120675	rs17553284	366	0.223684	2.62066e-14	-1.38736	0.138807
cis-independent	NK	14	ENSG00000183828	rs67388067	7527	0.539474	7.75859e-10	0.862117	0.117772
cis-independent	NK	14	ENSG00000165502	rs6572590	-18667	0.763158	2.83517e-09	0.877473	0.125569
cis-independent	NK	14	ENSG00000126777	rs7158176	127017	0.309211	1.3802e-08	0.888096	0.134951
cis-independent	NK	14	ENSG00000157326	rs1885809	-17893	0.0592105	1.5793e-07	-1.42409	0.239437
cis-independent	NK	15	ENSG00000188659	rs767339438	174999	0.0789474	5.43089e-09	1.68362	0.246828
cis-independent	NK	15	ENSG00000182511	rs12906125	686	0.348684	3.5012e-08	-0.841226	0.132681
cis-independent	NK	15	ENSG00000185043	rs8025979	93	0.381579	1.24657e-07	-0.814525	0.135537
cis-independent	NK	15	ENSG00000166839	rs4238397	-24938	0.625	1.90672e-07	-0.738099	0.125139
cis-independent	NK	15	ENSG00000103876	rs1370274	7242	0.598684	2.74676e-07	-0.917081	0.158057
cis-independent	NK	16	ENSG00000135698	rs2303260	-13	0.5	5.2302e-11	-1.0457	0.130523
cis-independent	NK	16	ENSG00000141002	rs72477006	10320	0.171053	2.03769e-10	1.22077	0.159313
cis-independent	NK	16	ENSG00000125148	rs1580833	2153	0.368421	3.48509e-09	-0.785589	0.113279
cis-independent	NK	16	ENSG00000178952	rs12928404	-10424	0.440789	2.94884e-08	0.772312	0.120963
cis-independent	NK	16	ENSG00000206172	rs78360966	-75417	0.0657895	5.14451e-07	1.58329	0.280907
cis-independent	NK	16	ENSG00000184939	rs698720	-4106	0.736842	6.6631e-07	0.892617	0.160323
cis-independent	NK	16	ENSG00000102910	rs16945894	-98102	0.111842	8.95551e-07	-0.986809	0.179786
cis-independent	NK	17	ENSG00000172057	rs4065275	-2990	0.546053	9.25125e-21	1.17629	0.0825511
cis-independent	NK	17	ENSG00000170291	rs2654190	22484	0.664474	1.58419e-16	-1.16027	0.101892
cis-independent	NK	17	ENSG00000167851	rs2670827	482	0.460526	1.51532e-13	1.72026	0.179668
cis-independent	NK	17	ENSG00000141560	rs3830531	4045	0.427632	1.0088e-12	-0.978133	0.108291
cis-independent	NK	17	ENSG00000159111	rs17774008	-12101	0.414474	4.40058e-11	-0.783953	0.0973133
cis-independent	NK	17	ENSG00000141698	rs9303318	27599	0.703947	9.34836e-11	-1.10708	0.140805
cis-independent	NK	17	ENSG00000108384	rs68100606	-269037	0.190789	1.92454e-10	1.132	0.147446
cis-independent	NK	17	ENSG00000169738	rs113680823	448	0.125	4.69004e-10	1.12567	0.151114
cis-independent	NK	17	ENSG00000132507	rs7503161	-2355	0.565789	5.49521e-10	-0.719687	0.0971425
cis-independent	NK	17	ENSG00000178607	rs2331413	-91037	0.855263	6.21957e-10	1.21856	0.165187
cis-independent	NK	17	ENSG00000276070	rs712043	-141618	0.710526	1.13537e-09	-1.05117	0.145539
cis-independent	NK	17	ENSG00000161381	rs8065762	-59590	0.289474	3.10403e-09	1.09596	0.157359
cis-independent	NK	17	ENSG00000120071	rs2696531	232146	0.230263	4.50608e-09	1.00336	0.14607
cis-independent	NK	17	ENSG00000214087	rs57405099	-13747	0.151316	5.07783e-09	-1.18364	0.173089
cis-independent	NK	17	ENSG00000167851	rs8081286	5001	0.493421	5.46261e-09	-1.27888	0.187001
cis-independent	NK	17	ENSG00000167720	rs11652757	-172403	0.381579	1.19062e-08	-0.930701	0.140611
cis-independent	NK	17	ENSG00000006282	rs9890200	4103	0.368421	2.66727e-08	-0.847624	0.132221
cis-independent	NK	17	ENSG00000141232	rs11079937	-12751	0.710526	2.68712e-08	-0.79916	0.124699
cis-independent	NK	17	ENSG00000171916	rs2936641	86763	0.506579	4.40888e-08	-0.847553	0.134952
cis-independent	NK	17	ENSG00000263715	rs62064391	-33376	0.236842	1.38613e-07	0.970349	0.162216
cis-independent	NK	17	ENSG00000166750	rs57708672	1218	0.421053	1.69869e-07	0.549246	0.092644
cis-independent	NK	17	ENSG00000108861	rs1234612	-15544	0.723684	2.09068e-07	-0.881831	0.150123
cis-independent	NK	17	ENSG00000141543	rs73438141	1627	0.236842	4.53523e-07	0.671002	0.118348
cis-independent	NK	17	ENSG00000184619	rs62064290	-46058	0.0921053	1.06045e-06	-0.928161	0.170505
cis-independent	NK	17	ENSG00000238083	rs2906009	-904312	0.256579	1.49618e-06	0.919049	0.171745
cis-independent	NK	17	ENSG00000176974	rs6502647	-41901	0.703947	1.84784e-06	0.679296	0.128306
cis-independent	NK	17	ENSG00000170298	rs28567541	-415751	0.0921053	2.69338e-06	-1.34841	0.259691
cis-independent	NK	18	ENSG00000134779	rs948636	-16787	0.296053	8.16005e-15	-1.28482	0.124646
cis-independent	NK	19	ENSG00000133265	rs10414721	-12961	0.460526	5.48513e-15	0.98586	0.0946587
cis-independent	NK	19	ENSG00000011485	rs62136101	3710	0.342105	1.07684e-12	-1.01368	0.112439
cis-independent	NK	19	ENSG00000175221	rs34772376	-26699	0.276316	8.76711e-12	1.16992	0.138101
cis-independent	NK	19	ENSG00000197020	rs35717293	-37627	0.552632	2.36036e-11	-0.859151	0.104569
cis-independent	NK	19	ENSG00000108107	rs17700376	26	0.440789	2.78852e-11	-0.819993	0.100326
cis-independent	NK	19	ENSG00000167613	rs55857639	-2996	0.105263	3.66693e-11	-1.41375	0.174476
cis-independent	NK	19	ENSG00000167633	rs612514	33277	0.223684	1.39005e-09	1.16795	0.162876
cis-independent	NK	19	ENSG00000242019	rs625788	81235	0.203947	3.67604e-09	1.09571	0.15831
cis-independent	NK	19	ENSG00000185198	rs8100936	-4597	0.578947	9.82514e-09	0.862606	0.129356
cis-independent	NK	19	ENSG00000186230	rs3746224	2842	0.578947	1.14077e-08	1.01461	0.153034
cis-independent	NK	19	ENSG00000189190	rs4802995	-5276	0.427632	1.40818e-08	0.779841	0.118595
cis-independent	NK	19	ENSG00000196961	rs59722125	5922	0.0723684	1.9986e-08	-1.29576	0.199801
cis-independent	NK	19	ENSG00000240403	rs556458634	-18597	0.157895	3.05816e-08	-1.1363	0.178237
cis-independent	NK	19	ENSG00000105258	rs12982375	-15617	0.519737	7.98733e-08	-0.80228	0.130967
cis-independent	NK	19	ENSG00000125743	rs61466254	-161	0.177632	1.69649e-07	-0.824098	0.138997
cis-independent	NK	19	ENSG00000125498	rs612514	79952	0.223684	2.15812e-07	1.04949	0.17892
cis-independent	NK	19	ENSG00000105750	rs10402582	-69460	0.138158	2.54792e-07	1.21451	0.208606
cis-independent	NK	19	ENSG00000170889	rs34929912	4544	0.407895	4.09568e-07	-0.697886	0.122506
cis-independent	NK	19	ENSG00000183617	rs2302307	-1029	0.592105	5.71843e-07	0.704705	0.125655
cis-independent	NK	19	ENSG00000142556	rs62110415	259379	0.111842	6.94349e-07	1.0073	0.181278
cis-independent	NK	19	ENSG00000129353	rs8106542	14103	0.75	8.03811e-07	0.718581	0.130233
cis-independent	NK	19	ENSG00000179262	rs4926294	547744	0.684211	8.65643e-07	0.83387	0.151672
cis-independent	NK	19	ENSG00000125734	rs340135	-353	0.309211	8.85634e-07	-0.802854	0.146192
cis-independent	NK	19	ENSG00000130811	rs34849604	-1478	0.539474	1.32843e-06	0.737613	0.137022
cis-independent	NK	19	ENSG00000197044	rs425995	27127	0.138158	1.732e-06	-0.925575	0.174248
cis-independent	NK	20	ENSG00000100979	rs3091649	-3095	0.473684	4.19771e-13	-1.10994	0.119843
cis-independent	NK	20	ENSG00000214078	rs143646210	-52832	0.0592105	2.60052e-11	-1.69551	0.20621
cis-independent	NK	20	ENSG00000089063	rs6076773	-37240	0.519737	8.82015e-10	0.696793	0.0956169
cis-independent	NK	20	ENSG00000101150	rs12479532	-365278	0.532895	2.23519e-07	0.706947	0.120712
cis-independent	NK	20	ENSG00000125534	rs72629024	400	0.164474	3.72093e-07	-1.07723	0.188258
cis-independent	NK	20	ENSG00000077984	rs73112274	-210	0.0657895	1.06718e-06	-1.25036	0.229765
cis-independent	NK	20	ENSG00000214078	rs2425068	-38086	0.0855263	1.61302e-06	0.999243	0.187087
cis-independent	NK	21	ENSG00000160305	rs9306156	81688	0.335526	1.90684e-22	1.29994	0.0839587
cis-independent	NK	21	ENSG00000160310	rs9306156	-95095	0.335526	4.46096e-22	1.15255	0.0757867
cis-independent	NK	21	ENSG00000241945	rs35985715	-36571	0.138158	1.0644e-12	1.58404	0.175644
cis-independent	NK	21	ENSG00000160307	rs9306156	-64503	0.335526	1.39927e-10	1.02856	0.132563
cis-independent	NK	21	ENSG00000160221	rs2838474	-75626	0.157895	4.75083e-09	1.29343	0.188673
cis-independent	NK	21	ENSG00000160213	rs35285321	5712	0.322368	2.72701e-08	-0.902942	0.140976
cis-independent	NK	21	ENSG00000142188	rs6517175	36568	0.447368	8.22859e-08	-0.642311	0.104986
cis-independent	NK	21	ENSG00000160194	rs12482896	-88969	0.921053	2.69152e-07	1.3779	0.237259
cis-independent	NK	21	ENSG00000182362	rs4819238	40625	0.855263	6.45085e-07	-1.10215	0.197651
cis-independent	NK	21	ENSG00000142173	rs35803155	-45215	0.157895	4.62378e-06	0.837468	0.165999
cis-independent	NK	21	ENSG00000160255	rs10854466	14375	0.414474	5.29569e-06	-0.611779	0.122165
cis-independent	NK	21	ENSG00000160299	rs725970	220605	0.309211	7.99789e-06	0.703447	0.143732
cis-independent	NK	21	ENSG00000156253	rs10222173	537304	0.835526	1.35777e-05	0.93964	0.197951
cis-independent	NK	22	ENSG00000099940	rs165616	-39988	0.421053	3.44081e-15	0.797216	0.0756292
cis-independent	NK	22	ENSG00000100321	rs9611155	-6744	0.361842	1.07395e-13	1.067	0.110911
cis-independent	NK	22	ENSG00000100325	rs67064044	-35813	0.513158	3.07477e-12	-1.03402	0.118274
cis-independent	NK	22	ENSG00000100299	rs2071421	2661	0.131579	2.96057e-09	-1.00924	0.144655
cis-independent	NK	22	ENSG00000100376	rs104664	7004	0.894737	7.98964e-09	-1.4161	0.210674
cis-independent	NK	22	ENSG00000100109	rs9613176	-101873	0.315789	1.17602e-08	-0.691832	0.104472
cis-independent	NK	22	ENSG00000240972	rs2154593	15514	0.657895	1.13804e-07	-0.687284	0.113913
cis-independent	NK	22	ENSG00000100243	rs137025	-89576	0.157895	2.6437e-07	-0.785274	0.135105
cis-independent	NK	22	ENSG00000188677	rs6006622	29016	0.618421	2.83116e-07	-0.619815	0.106971
cis-independent	NK	22	ENSG00000241878	rs131250	105395	0.236842	7.25264e-07	0.931316	0.167955
cis-independent	NK	X	ENSG00000078596	rs2056916	5119	0.414474	1.25725e-12	-0.939416	0.10467
cis-independent	NK	X	ENSG00000133142	rs421747	-11758	0.486842	2.18927e-09	0.673092	0.0954158
cis-independent	NK	X	ENSG00000130150	rs6630977	-119262	0.75	8.83567e-09	-0.719528	0.107459
cis-independent	NK	X	ENSG00000184515	rs56349812	-350499	0.203947	6.0811e-07	-0.774665	0.138533
cis-independent	ncMono	1	ENSG00000169442	rs11577318	-42880	0.236842	1.08215e-18	-1.11911	0.0873431
cis-independent	ncMono	1	ENSG00000273136	rs873629	-362996	0.690789	1.0349e-13	0.934763	0.0970664
cis-independent	ncMono	1	ENSG00000117226	rs12146148	-16643	0.309211	2.29567e-12	-0.741004	0.0840289
cis-independent	ncMono	1	ENSG00000142684	rs12117236	27107	0.269737	4.05335e-12	0.833468	0.0961215
cis-independent	ncMono	1	ENSG00000176393	rs10588118	-211	0.598684	2.71299e-11	0.830365	0.101508
cis-independent	ncMono	1	ENSG00000143198	rs10737515	-1012	0.480263	4.61541e-10	-0.833107	0.111778
cis-independent	ncMono	1	ENSG00000196352	rs7535029	-73817	0.671053	1.27893e-09	0.95924	0.133374
cis-independent	ncMono	1	ENSG00000215845	rs11580071	-56266	0.177632	1.37062e-09	1.03118	0.143731
cis-independent	ncMono	1	ENSG00000158825	rs6704070	-4810	0.5	6.06796e-09	-0.809476	0.119172
cis-independent	ncMono	1	ENSG00000244038	rs3820321	-25211	0.401316	9.21048e-09	0.749308	0.112086
cis-independent	ncMono	1	ENSG00000168765	rs3754450	-1590	0.335526	1.82497e-07	-0.843062	0.142656
cis-independent	ncMono	1	ENSG00000067606	rs10797416	200491	0.434211	2.51544e-07	-1.02276	0.175569
cis-independent	ncMono	1	ENSG00000142606	rs6424082	255079	0.644737	3.60776e-07	-0.886757	0.154749
cis-independent	ncMono	2	ENSG00000237651	rs2420811	18301	0.401316	6.49911e-09	0.863667	0.127481
cis-independent	ncMono	2	ENSG00000168899	rs10198001	-68198	0.105263	1.65023e-08	-0.86317	0.132089
cis-independent	ncMono	2	ENSG00000152672	rs2902581	1386	0.717105	6.05443e-08	-0.820516	0.132384
cis-independent	ncMono	3	ENSG00000129055	rs2241556	-21554	0.756579	2.35157e-12	1.09187	0.123904
cis-independent	ncMono	3	ENSG00000254999	rs9879931	22502	0.243421	8.29203e-11	-0.941509	0.11928
cis-independent	ncMono	3	ENSG00000180767	rs869464	25954	0.578947	6.08106e-09	0.878687	0.129372
cis-independent	ncMono	3	ENSG00000178252	rs9870030	288213	0.151316	3.62222e-07	0.799044	0.139468
cis-independent	ncMono	3	ENSG00000065485	rs1067	-652945	0.164474	4.69961e-07	1.00137	0.176911
cis-independent	ncMono	4	ENSG00000197894	rs6532795	32281	0.684211	7.54574e-09	-0.798067	0.11847
cis-independent	ncMono	4	ENSG00000138744	rs11727067	-49933	0.25	5.85256e-08	0.846716	0.136417
cis-independent	ncMono	4	ENSG00000163644	rs10516823	591925	0.0723684	1.10688e-07	-1.28613	0.212912
cis-independent	ncMono	5	ENSG00000164308	rs7705093	78442	0.440789	9.50539e-16	1.09636	0.100658
cis-independent	ncMono	5	ENSG00000146066	rs6882450	-6545	0.0986842	1.75455e-11	-1.25722	0.151608
cis-independent	ncMono	5	ENSG00000113504	rs35188965	-7241	0.578947	2.27223e-08	-0.803112	0.124473
cis-independent	ncMono	5	ENSG00000138829	rs11958508	26814	0.171053	2.38337e-07	0.987163	0.169046
cis-independent	ncMono	6	ENSG00000237541	rs4959107	-117479	0.342105	2.19972e-15	1.16051	0.108839
cis-independent	ncMono	6	ENSG00000198502	rs796514211	63746	0.5	1.28883e-12	-0.88305	0.0984605
cis-independent	ncMono	6	ENSG00000204525	rs2249741	3268	0.486842	2.12256e-12	1.05962	0.119882
cis-independent	ncMono	6	ENSG00000186470	rs2072806	19705	0.151316	1.08179e-10	-1.08509	0.138668
cis-independent	ncMono	6	ENSG00000196735	rs9272123	4616	0.263158	5.59604e-10	-0.87228	0.117813
cis-independent	ncMono	6	ENSG00000179344	rs3104367	-30929	0.592105	2.44005e-09	-0.927209	0.131959
cis-independent	ncMono	6	ENSG00000112303	rs6937989	-7168	0.322368	2.44717e-09	-0.806487	0.11479
cis-independent	ncMono	6	ENSG00000188820	rs117361304	1085	0.0855263	1.47489e-08	-1.33521	0.203422
cis-independent	ncMono	6	ENSG00000124588	rs2518581	21722	0.776316	1.00564e-07	-0.98168	0.16184
cis-independent	ncMono	6	ENSG00000111906	rs6899690	40093	0.375	1.07263e-07	-0.816616	0.135002
cis-independent	ncMono	6	ENSG00000112299	rs3798792	-2436	0.348684	3.4103e-07	0.807289	0.140516
cis-independent	ncMono	6	ENSG00000111860	rs6934262	103988	0.75	5.01956e-07	0.72486	0.128456
cis-independent	ncMono	7	ENSG00000002933	rs4554383	-40184	0.736842	7.70895e-15	-1.16735	0.113082
cis-independent	ncMono	7	ENSG00000106565	rs4554383	-40133	0.736842	3.38034e-13	-1.08153	0.116064
cis-independent	ncMono	7	ENSG00000146733	rs6972291	-317079	0.177632	1.03229e-10	1.34659	0.171823
cis-independent	ncMono	7	ENSG00000196683	rs2240727	-9957	0.309211	2.7861e-10	-0.649915	0.0857116
cis-independent	ncMono	7	ENSG00000128604	rs3778754	-1960	0.480263	2.06416e-08	0.755137	0.116588
cis-independent	ncMono	7	ENSG00000105854	rs6946850	2102	0.842105	6.45798e-08	-1.07274	0.173548
cis-independent	ncMono	7	ENSG00000106341	rs2284227	3970	0.210526	8.93043e-08	-0.701127	0.115
cis-independent	ncMono	7	ENSG00000127952	rs7777399	-58525	0.927632	4.19536e-07	-1.42845	0.251029
cis-independent	ncMono	8	ENSG00000147813	rs58472315	9203	0.0921053	1.52868e-09	-1.27418	0.178297
cis-independent	ncMono	8	ENSG00000161016	rs1735425	37370	0.375	2.23713e-08	0.576422	0.0892828
cis-independent	ncMono	9	ENSG00000172785	rs3008143	14680	0.539474	6.86722e-13	-0.92583	0.101374
cis-independent	ncMono	9	ENSG00000164978	rs79645455	-59329	0.171053	3.79322e-09	1.29758	0.187695
cis-independent	ncMono	9	ENSG00000188312	rs10820949	-121485	0.217105	5.93971e-09	0.938083	0.137994
cis-independent	ncMono	9	ENSG00000106733	rs11144225	4193	0.394737	6.97529e-09	-0.758371	0.11224
cis-independent	ncMono	9	ENSG00000106772	rs591411	6419	0.776316	3.26583e-08	-0.962821	0.151429
cis-independent	ncMono	9	ENSG00000165702	rs1633768	59750	0.289474	5.21104e-08	0.849719	0.136239
cis-independent	ncMono	9	ENSG00000135046	rs7850771	90624	0.723684	8.12588e-08	0.790119	0.129076
cis-independent	ncMono	9	ENSG00000137106	rs10973326	-3167	0.355263	8.95136e-08	0.869871	0.142692
cis-independent	ncMono	10	ENSG00000156113	rs2670115	171352	0.427632	4.15831e-17	1.28373	0.109137
cis-independent	ncMono	10	ENSG00000156110	rs67594352	17972	0.164474	6.35224e-12	1.15914	0.135497
cis-independent	ncMono	10	ENSG00000187164	rs7901788	-1291	0.243421	1.00193e-10	0.740202	0.0943565
cis-independent	ncMono	10	ENSG00000170430	rs7911018	83060	0.618421	9.08338e-08	0.838207	0.137585
cis-independent	ncMono	10	ENSG00000099290	rs12357945	-12908	0.203947	2.91235e-07	-0.954914	0.165016
cis-independent	ncMono	10	ENSG00000166272	rs3781287	91714	0.394737	4.08803e-07	-0.648853	0.113889
cis-independent	ncMono	11	ENSG00000177697	rs61876748	374	0.730263	2.33082e-12	1.16507	0.132176
cis-independent	ncMono	11	ENSG00000166435	rs2076980	-209791	0.25	1.86242e-10	1.09789	0.142846
cis-independent	ncMono	11	ENSG00000185201	rs6421984	1963	0.546053	2.67223e-10	-0.90398	0.11905
cis-independent	ncMono	11	ENSG00000134809	rs2848626	-14240	0.763158	3.33184e-10	-1.07206	0.142244
cis-independent	ncMono	11	ENSG00000168569	rs2241908	-3974	0.342105	5.85672e-10	-0.814343	0.110162
cis-independent	ncMono	11	ENSG00000176485	rs7111905	-2557	0.394737	1.66991e-08	0.774683	0.118604
cis-independent	ncMono	11	ENSG00000149577	rs4516002	-50394	0.894737	2.89208e-08	1.01479	0.158816
cis-independent	ncMono	11	ENSG00000110203	rs117774840	18929	0.0789474	6.39718e-08	1.35098	0.218476
cis-independent	ncMono	11	ENSG00000110455	rs2074038	513	0.0723684	7.96944e-08	1.51699	0.247614
cis-independent	ncMono	11	ENSG00000133316	rs72923236	-457235	0.0592105	2.29059e-07	-1.19943	0.205029
cis-independent	ncMono	11	ENSG00000166928	rs7938293	-31520	0.256579	8.80055e-07	-0.777948	0.141614
cis-independent	ncMono	12	ENSG00000197728	rs10876864	-34051	0.605263	2.59792e-19	-1.26991	0.095951
cis-independent	ncMono	12	ENSG00000172322	rs7302029	5732	0.236842	2.72905e-15	1.25666	0.118507
cis-independent	ncMono	12	ENSG00000090382	rs57954211	6235	0.493421	1.45063e-12	-0.922433	0.103206
cis-independent	ncMono	12	ENSG00000013573	rs2543278	17443	0.421053	2.63574e-10	-0.922865	0.121481
cis-independent	ncMono	12	ENSG00000184293	rs10844597	-359	0.5	7.85898e-08	-0.774603	0.126361
cis-independent	ncMono	13	ENSG00000120675	rs17553284	366	0.223684	2.28556e-11	-1.00367	0.122035
cis-independent	ncMono	13	ENSG00000118939	rs56084319	-12938	0.0921053	6.16289e-08	-1.38812	0.22413
cis-independent	ncMono	14	ENSG00000183828	rs10873556	8780	0.611842	6.33214e-13	0.834103	0.0911188
cis-independent	ncMono	14	ENSG00000071246	rs10483877	-45510	0.75	1.14885e-12	-0.92744	0.103066
cis-independent	ncMono	14	ENSG00000165502	rs2883437	-55679	0.736842	1.25474e-11	0.987039	0.1178
cis-independent	ncMono	15	ENSG00000166825	rs11635469	34	0.486842	4.23524e-14	-0.968357	0.0981405
cis-independent	ncMono	15	ENSG00000182117	rs73374491	-6230	0.203947	8.18339e-12	1.10693	0.130392
cis-independent	ncMono	15	ENSG00000103811	rs12592898	-330	0.861842	7.12665e-08	1.48265	0.240863
cis-independent	ncMono	16	ENSG00000197165	rs151178	-124635	0.421053	9.36685e-21	1.38313	0.0970927
cis-independent	ncMono	16	ENSG00000189067	rs113344842	17114	0.203947	5.47653e-11	-1.25767	0.157213
cis-independent	ncMono	16	ENSG00000178952	rs2411453	-225649	0.565789	1.42876e-09	-0.995355	0.138944
cis-independent	ncMono	17	ENSG00000170291	rs222843	-8755	0.335526	8.30078e-17	0.969578	0.0838154
cis-independent	ncMono	17	ENSG00000006282	rs8076470	5408	0.361842	2.31123e-10	-0.878185	0.115089
cis-independent	ncMono	17	ENSG00000108405	rs12952397	1295	0.736842	1.14694e-08	0.638181	0.0962769
